1945	16296
2178	18550
3162	10176
384	5398
3196	10260
327	7259
2577	19451
3350	19285
3432	9492
1472	597
1748	3844
419	15249
3175	11125
2806	5402
826	17513
3870	4564
1907	1963
283	9359
3373	7168
3735	7612
3216	9273
3511	13828
1195	2397
553	17535
3659	20627
3279	3074
902	647
484	7605
3273	246
3781	18930
1662	1025
320	14885
2092	2385
3171	16547
3573	12890
3143	5380
1715	4401
3170	19315
723	516
3656	12793
2083	9936
605	3929
671	19352
2126	16953
771	3101
2421	5733
3168	9796
2006	13846
903	12017
3291	8217
1478	16496
1752	4960
136	43
2357	2866
1894	3665
3668	8381
107	20193
1163	4355
3334	6393
724	13935
1820	14324
1037	19610
597	16322
1443	5676
1682	18393
3411	2586
2261	14844
3428	13279
3150	3394
3342	1469
2926	3053
1341	12621
2718	4861
2282	5694
1376	11799
2437	7907
2444	11608
3163	18677
1729	396
27	4014
3754	1714
3247	9966
3046	7910
2357	8416
3121	19277
698	676
3830	18094
3613	16308
1434	6731
2739	17539
377	7649
1492	9859
739	2505
1516	17721
3761	1248
307	4894
1989	15078
3189	19441
1630	8891
23	8161
2862	11513
3469	10469
3767	11517
1784	18654
678	17594
1805	3909
3852	1236
2707	19091
467	376
3422	11121
1658	9365
908	17307
3150	11334
3780	2137
416	4845
1770	20962
3052	4900
3140	2640
3827	12459
2800	19177
2731	3509
1244	2914
2623	2217
2905	3285
2879	17392
2069	5739
624	765
819	9699
3909	7181
1144	3545
1525	9521
618	414
1754	1866
1597	18688
1700	16220
197	19094
326	10266
612	9726
2801	20354
3615	13569
531	9228
2643	852
2766	299
3661	19426
3467	19047
3466	3677
3144	19760
3099	8964
3005	8921
3511	15
1375	7850
1076	12399
1459	16564
3032	1053
632	12107
3126	5814
3200	2539
2322	9224
3650	8658
1158	13142
3693	17105
206	8193
1784	177
1208	4991
1542	11955
2045	13008
2976	18725
2181	14549
3429	4187
1256	16340
2936	3507
3159	1599
2563	2442
924	5890
1253	6731
1024	7597
3211	12426
627	15221
3395	20298
2339	17843
3503	1095
2893	19333
1635	9930
3411	20006
473	3308
700	9844
669	4731
3144	9592
3109	18482
3287	5625
3780	4730
2352	7916
3097	5308
3766	15567
1887	13669
93	19578
409	6159
2609	20652
2297	15484
3095	3853
2982	19325
2814	12666
1922	11173
746	17318
3026	20159
61	5501
3413	14937
2336	6311
3274	10516
816	3838
966	17983
2673	10006
2662	16791
324	754
1213	3750
1453	13423
144	16550
3711	15246
2142	10868
180	18785
2396	5054
1328	2968
3141	4850
1221	14812
1157	17397
362	7071
2537	12865
3705	16091
2556	12077
1501	18187
3157	6941
1096	18924
2009	8061
952	18823
2961	14821
2270	18000
1669	1358
3245	17750
3302	4048
812	1446
1945	17113
3016	16391
1360	13789
1004	4129
1654	18879
622	15618
889	14562
3349	17845
1510	20732
301	2945
2304	19384
2497	19189
816	4650
3196	3137
2384	19513
3805	7241
2034	18647
1829	3707
2660	10574
1878	545
426	6239
2716	10975
2248	1335
2504	12892
2444	7694
3556	4093
167	18799
3832	6813
2934	12763
1869	4606
850	6999
2016	2277
1881	1007
1855	13714
2020	1896
2374	18901
1637	6241
